Q (1/A),Intensity in plane (a.u.),Intensity out of plane (a.u.)
0.6137500731647015,22.819933,25.12944
0.6162500734627248,23.077122,25.438026
0.618750073760748,23.070402,25.39748
0.6212500740587712,22.902742,24.806875
0.6237500743567944,23.208158,25.16602
0.6262500746548176,23.357988,25.209665
0.6287500749528409,22.472584,25.146801
0.6312500752508641,21.808752,24.814896
0.6337500755488873,22.940723,24.927479
0.6362500758469105,23.044888,25.212074
0.6387500761449337,22.928957,25.189053
0.641250076442957,22.944067,24.980625
0.6437500767409803,22.640636,24.577555
0.6462500770390034,22.404358,24.777414
0.6487500773370267,23.82782,24.956152
0.6512500776350499,22.904533,25.322418
0.653750077933073,22.595716,24.41544
0.6562500782310964,22.543318,24.646626
0.6587500785291195,22.578466,24.566004
0.6612500788271427,22.60963,24.79128
0.663750079125166,22.62889,24.660007
0.6662500794231891,22.748955,24.764956
0.6687500797212125,23.030043,24.665054
0.6712500800192357,23.766773,24.453207
0.6737500803172589,22.841951,24.508017
0.6762500806152821,22.222673,24.214228
0.6787500809133052,21.562706,24.494345
0.6812500812113286,21.683542,24.155432
0.6837500815093518,21.297012,24.144892
0.6862500818073749,22.862087,24.171007
0.6887500821053982,22.167204,23.679058
0.6912500824034216,22.407999,24.08469
0.6937500827014447,21.566097,23.679098
0.6962500829994679,21.598446,23.910826
0.6987500832974912,21.69905,23.847107
0.7012500835955143,22.314262,24.229069
0.7037500838935375,22.13379,23.615353
0.7062500841915608,21.771893,23.246925
0.708750084489584,21.371824,23.421492
0.7112500847876073,22.403475,23.580713
0.7137500850856304,22.731853,23.145416
0.7162500853836538,22.363848,23.341948
0.718750085681677,21.792122,23.858524
0.7212500859797001,21.783857,23.712515
0.7237500862777234,22.292568,23.906574
0.7262500865757466,21.664888,23.651274
0.7287500868737697,21.845417,23.551247
0.7312500871717931,22.227125,23.230003
0.7337500874698162,21.186825,23.49006
0.7362500877678395,22.222591,23.693213
0.7387500880658627,21.67,23.469608
0.741250088363886,21.658617,23.129622
0.7437500886619092,22.23642,23.613073
0.7462500889599324,21.960642,23.234089
0.7487500892579556,21.448479,23.156183
0.7512500895559788,21.956245,23.03268
0.7537500898540019,22.162252,23.256178
0.7562500901520253,21.208094,23.353321
0.7587500904500486,22.067823,22.893904
0.7612500907480717,21.562366,22.740326
0.7637500910460949,21.568403,22.750607
0.7662500913441183,22.248959,22.663385
0.7687500916421414,21.975014,22.912462
0.7712500919401646,21.798859,22.691475
0.7737500922381879,21.592157,22.399553
0.776250092536211,21.07396,22.795723
0.7787500928342344,21.349699,22.585354
0.7812500931322575,20.877893,22.347395
0.7837500934302808,21.330381,22.693676
0.786250093728304,21.010708,23.063944
0.7887500940263271,20.912191,22.678175
0.7912500943243505,20.872026,22.013845
0.7937500946223737,20.463991,22.044342
0.7962500949203968,20.379957,22.381115
0.7987500952184201,21.262983,22.284056
0.8012500955164432,21.053804,22.725798
0.8037500958144665,21.321287,22.545916
0.8062500961124898,21.788445,22.24827
0.808750096410513,21.877234,22.300814
0.8112500967085362,21.42822,22.123173
0.8137500970065594,21.138777,21.918306
0.8162500973045826,21.24629,22.4944
0.8187500976026059,20.83355,22.321957
0.8212500979006292,21.050522,22.05596
0.8237500981986523,21.515755,22.141575
0.8262500984966756,20.99828,21.734877
0.8287500987946987,21.35305,22.230145
0.831250099092722,20.711908,21.908144
0.8337500993907453,21.118736,21.698116
0.8362500996887684,20.97225,21.822124
0.8387500999867916,20.325073,21.781479
0.841250100284815,20.34341,21.900747
0.8437501005828381,20.297874,22.122942
0.8462501008808614,20.563751,21.700787
0.8487501011788846,20.36962,21.653318
0.8512501014769078,20.161028,21.666868
0.853750101774931,20.545914,21.63536
0.8562501020729542,20.445675,22.000055
0.8587501023709775,20.235544,21.563578
0.8612501026690007,20.59345,21.474415
0.8637501029670238,20.072626,21.413345
0.8662501032650471,20.424328,21.588236
0.8687501035630705,20.683676,21.462782
0.8712501038610936,20.427647,21.682276
0.8737501041591168,19.82749,21.461103
0.87625010445714,19.88337,21.169853
0.8787501047551632,19.819216,21.40775
0.8812501050531865,20.021671,21.940855
0.8837501053512097,19.979769,21.798946
0.8862501056492329,20.367727,21.689653
0.8887501059472562,20.065536,21.713509
0.8912501062452793,19.379593,21.341198
0.8937501065433027,19.598381,21.334225
0.8962501068413259,19.721796,21.337372
0.898750107139349,19.295322,21.877682
0.9012501074373723,19.285892,21.589895
0.9037501077353954,19.695234,21.719189
0.9062501080334187,19.000765,21.378036
0.908750108331442,19.17048,21.054134
0.9112501086294651,19.925423,21.388462
0.9137501089274884,19.150991,21.192287
0.9162501092255116,19.682829,20.630157
0.9187501095235349,18.996984,20.696672
0.9212501098215581,19.445549,20.468718
0.9237501101195813,18.855,20.883661
0.9262501104176045,19.356947,20.515614
0.9287501107156277,19.28987,20.727959
0.9312501110136508,18.74587,20.765944
0.9337501113116742,18.349846,20.051237
0.9362501116096975,18.904947,20.37867
0.9387501119077206,18.775831,20.24621
0.9412501122057438,18.759848,20.341692
0.9437501125037672,18.76535,20.721325
0.9462501128017903,18.42087,20.324455
0.9487501130998135,18.959293,20.16224
0.9512501133978367,18.52778,20.089975
0.9537501136958599,18.745342,20.127785
0.9562501139938833,18.652634,20.293993
0.9587501142919064,18.563143,20.138233
0.9612501145899297,18.429062,19.66918
0.9637501148879529,18.376795,19.451666
0.966250115185976,18.102415,19.812502
0.9687501154839994,18.741545,20.053009
0.9712501157820226,18.729101,20.037943
0.9737501160800457,18.79423,20.168676
0.976250116378069,18.938557,19.724844
0.9787501166760921,18.443144,19.875662
0.9812501169741155,18.114159,19.927523
0.9837501172721387,18.027208,19.606478
0.9862501175701619,18.509653,19.486837
0.9887501178681851,18.486696,19.49053
0.9912501181662083,18.630795,19.61326
0.9937501184642316,18.096956,19.599398
0.9962501187622548,17.880777,19.932175
0.9987501190602779,18.056557,19.83134
1.0012501193583012,17.549822,19.124704
1.0037501196563245,18.011885,19.615038
1.0062501199543477,18.010298,19.413994
1.008750120252371,18.293097,19.561674
1.011250120550394,18.107878,19.25207
1.0137501208484174,17.896215,19.200373
1.0162501211464405,17.546764,19.143608
1.0187501214444639,17.686415,19.109673
1.021250121742487,17.934662,19.238445
1.0237501220405103,17.637383,18.94898
1.0262501223385334,17.736746,18.812828
1.0287501226365567,17.295872,18.967573
1.0312501229345798,17.61699,19.085613
1.0337501232326032,17.882038,18.734272
1.0362501235306263,17.081327,18.97208
1.0387501238286496,17.605825,18.842552
1.0412501241266727,16.849447,18.568665
1.043750124424696,17.967087,19.10271
1.0462501247227194,16.905352,19.109026
1.0487501250207425,17.889532,18.802223
1.0512501253187658,18.048307,18.84311
1.053750125616789,17.61298,18.493063
1.0562501259148123,17.256617,18.665178
1.0587501262128354,17.1828,18.653107
1.0612501265108585,17.363892,18.330061
1.0637501268088818,17.045582,18.399294
1.0662501271069051,17.047443,18.633799
1.0687501274049283,16.930868,18.845844
1.0712501277029516,16.305706,18.865534
1.0737501280009747,16.924871,18.468046
1.076250128298998,17.41753,18.3621
1.0787501285970211,16.773209,18.144447
1.0812501288950442,16.599287,18.390911
1.0837501291930676,17.072073,18.187275
1.086250129491091,17.137384,18.1391
1.088750129789114,17.25639,17.837193
1.0912501300871373,17.002823,18.127953
1.0937501303851607,16.638206,18.103506
1.0962501306831838,16.555552,18.076345
1.098750130981207,16.188858,18.032331
1.1012501312792302,16.40931,18.219002
1.1037501315772533,16.805435,17.868546
1.1062501318752767,16.596027,17.621279
1.1087501321732998,16.686441,17.85072
1.111250132471323,16.886074,17.987473
1.1137501327693464,16.95951,17.828253
1.1162501330673695,16.459332,17.813808
1.1187501333653929,16.428823,17.701904
1.121250133663416,16.213219,17.705368
1.123750133961439,16.446543,17.409306
1.1262501342594624,16.028843,17.93269
1.1287501345574855,15.976691,17.541214
1.1312501348555088,15.939674,17.733646
1.1337501351535322,16.514452,17.500324
1.1362501354515553,16.699226,17.350462
1.1387501357495786,16.2027,17.55774
1.141250136047602,16.066593,17.32987
1.143750136345625,16.27226,17.290804
1.1462501366436482,16.286158,17.282373
1.1487501369416715,16.258106,17.560736
1.1512501372396946,15.883466,17.239422
1.153750137537718,16.267467,17.04856
1.156250137835741,16.012213,16.901314
1.1587501381337644,16.133322,17.03169
1.1612501384317877,15.692113,17.026684
1.1637501387298108,16.303318,17.106516
1.166250139027834,16.17549,17.039625
1.1687501393258573,16.317533,17.587822
1.1712501396238804,16.112173,17.008205
1.1737501399219037,16.493391,16.958344
1.1762501402199268,16.475842,16.762117
1.1787501405179501,16.650574,16.93901
1.1812501408159735,16.461317,16.853933
1.1837501411139966,15.7575245,16.726831
1.18625014141202,16.035988,16.987741
1.188750141710043,17.048302,16.552921
1.1912501420080663,16.468683,16.570974
1.1937501423060894,15.925249,16.697693
1.1962501426041126,16.057426,16.589602
1.1987501429021359,16.540657,16.66026
1.2012501432001592,16.370007,16.1794
1.2037501434981823,15.575928,16.52332
1.2062501437962057,15.914901,16.276016
1.2087501440942288,15.701811,16.465307
1.211250144392252,15.515068,16.513317
1.2137501446902752,15.485586,16.08987
1.2162501449882985,15.434667,16.144892
1.2187501452863216,15.241066,16.310865
1.221250145584345,15.20131,16.60308
1.223750145882368,15.1157055,16.413794
1.2262501461803914,15.361118,16.376163
1.2287501464784147,15.196817,16.391708
1.2312501467764378,15.623716,16.510689
1.2337501470744612,15.03356,16.246172
1.2362501473724843,14.743437,16.978004
1.2387501476705074,14.824712,17.378359
1.2412501479685307,14.582464,17.461103
1.243750148266554,14.454331,18.086063
1.2462501485645772,14.533836,18.768217
1.2487501488626005,14.370904,19.383112
1.2512501491606234,14.811443,19.936539
1.2537501494586467,14.332905,20.952347
1.25625014975667,14.565372,22.238924
1.2587501500546932,14.236284,22.270058
1.2612501503527163,14.354131,22.825914
1.2637501506507396,14.218739,23.764996
1.2662501509487627,14.378192,24.131763
1.268750151246786,14.470556,23.807384
1.2712501515448094,14.5626335,23.581923
1.2737501518428327,14.392924,23.424389
1.2762501521408556,13.96087,23.298296
1.278750152438879,14.371005,22.69073
1.2812501527369022,14.543121,21.883617
1.2837501530349256,13.982839,21.34516
1.2862501533329487,14.298829,20.219652
1.2887501536309718,14.255213,19.600636
1.2912501539289951,14.018826,18.48822
1.2937501542270182,13.754296,17.484898
1.2962501545250416,13.712289,16.879671
1.2987501548230649,14.407355,16.331587
1.301250155121088,14.181546,16.206955
1.303750155419111,14.293632,15.7623415
1.3062501557171344,14.3068285,15.707018
1.3087501560151575,14.108522,15.360072
1.3112501563131809,13.605902,15.461252
1.3137501566112042,13.63255,15.5025425
1.316250156909227,13.987444,15.054626
1.3187501572072504,13.770604,15.084643
1.3212501575052737,14.256408,15.198864
1.323750157803297,14.197929,14.899956
1.3262501581013204,13.934115,14.817154
1.3287501583993435,14.1017,14.860959
1.3312501586973666,14.26973,14.786491
1.33375015899539,14.273555,14.784925
1.336250159293413,13.668476,14.562845
1.3387501595914364,13.691068,14.694856
1.3412501598894597,13.867025,14.797306
1.3437501601874826,13.69191,14.423678
1.346250160485506,13.773473,14.604034
1.3487501607835293,13.429291,14.241605
1.3512501610815524,14.199108,14.562637
1.3537501613795757,13.338017,14.281172
1.3562501616775988,13.075483,14.378558
1.358750161975622,12.965689,14.030814
1.3612501622736453,13.46082,13.9876795
1.3637501625716686,13.448907,14.087824
1.366250162869692,13.335915,14.059283
1.3687501631677153,13.012385,14.347865
1.3712501634657381,12.946778,14.19321
1.3737501637637615,13.098424,14.068607
1.3762501640617848,13.00174,14.080146
1.378750164359808,13.152494,13.975286
1.3812501646578312,13.251403,14.134271
1.3837501649558543,12.924677,14.01419
1.3862501652538775,13.122862,14.133545
1.3887501655519008,13.270876,14.242387
1.3912501658499241,13.194721,14.260737
1.3937501661479472,12.303493,14.253629
1.3962501664459706,12.3862295,14.232582
1.3987501667439937,12.557178,14.378171
1.4012501670420168,12.5331545,14.201507
1.40375016734004,12.650324,14.246411
1.4062501676380634,12.365132,14.421117
1.4087501679360868,12.336746,14.3012085
1.4112501682341096,12.313676,14.337994
1.413750168532133,12.549536,14.461491
1.4162501688301563,12.646206,14.201115
1.4187501691281796,12.374028,14.507328
1.4212501694262027,12.343845,14.017091
1.423750169724226,12.369172,13.965931
1.4262501700222492,12.300808,13.841327
1.4287501703202723,12.16597,13.926327
1.4312501706182956,12.2529125,14.03137
1.433750170916319,12.157864,13.60051
1.436250171214342,12.122826,13.154443
1.4387501715123652,12.238192,13.423777
1.4412501718103885,12.187901,13.299231
1.4437501721084116,12.14321,13.314938
1.446250172406435,12.0368805,13.587208
1.4487501727044583,11.980466,12.991361
1.4512501730024816,12.0767355,13.344193
1.4537501733005045,11.962289,13.215904
1.4562501735985278,11.875394,12.787961
1.4587501738965511,11.663859,12.804038
1.4612501741945745,11.604694,12.697369
1.4637501744925976,11.823539,12.926224
1.4662501747906207,11.810422,12.643587
1.468750175088644,11.839436,12.664422
1.4712501753866671,11.795814,12.501985
1.4737501756846905,11.898627,13.02469
1.4762501759827138,11.562245,12.2786455
1.4787501762807367,11.474003,12.28892
1.48125017657876,11.447491,12.657474
1.4837501768767833,11.481438,12.647082
1.4862501771748065,11.6525,12.132387
1.4887501774728298,11.915259,12.580477
1.4912501777708531,11.489141,12.327221
1.493750178068876,11.487801,11.958393
1.4962501783668993,11.563396,12.210247
1.4987501786649227,11.213422,5.9791965
1.501250178962946,11.2326355,6.1051235
1.5037501792609693,11.395246,0.0
1.5062501795589922,11.444048,0.0
1.5087501798570155,11.381436,0.0
1.5112501801550389,11.647015,0.0
1.513750180453062,11.491132,0.0
1.5162501807510853,11.481948,0.0
1.5187501810491086,11.130497,0.0
1.5212501813471315,11.238984,0.0
1.5237501816451549,11.065842,0.0
1.5262501819431782,10.878514,0.0
1.5287501822412013,11.096202,0.0
1.5312501825392246,10.920562,0.0
1.5337501828372477,10.946294,0.0
1.5362501831352708,10.850793,0.0
1.5387501834332942,11.198147,0.0
1.5412501837313175,11.201339,0.0
1.5437501840293408,10.560233,0.0
1.5462501843273642,10.887704,0.0
1.548750184625387,10.575499,0.0
1.5512501849234104,10.54485,0.0
1.5537501852214337,10.711514,0.0
1.5562501855194568,11.087274,0.0
1.5587501858174801,11.148063,0.0
1.5612501861155033,10.918411,0.0
1.5637501864135264,11.058633,0.0
1.5662501867115497,11.128493,0.0
1.568750187009573,10.661915,0.0
1.5712501873075961,10.522245,0.0
1.5737501876056195,10.953921,0.0
1.5762501879036426,10.658006,0.0
1.5787501882016657,10.918864,0.0
1.581250188499689,10.674185,0.0
1.5837501887977123,10.985109,0.0
1.5862501890957357,10.9565325,0.0
1.5887501893937586,11.19596,0.0
1.591250189691782,10.9554205,0.0
1.5937501899898052,10.83863,0.0
1.5962501902878286,10.875821,0.0
1.5987501905858517,10.970733,0.0
1.6012501908838748,11.089213,0.0
1.603750191181898,11.047417,0.0
1.6062501914799212,10.659179,0.0
1.6087501917779445,10.880971,0.0
1.6112501920759679,10.630759,0.0
1.613750192373991,10.695375,0.0
1.616250192672014,10.644261,0.0
1.6187501929700374,10.273064,0.0
1.6212501932680605,10.756779,0.0
1.6237501935660839,10.348803,0.0
1.6262501938641072,10.408126,0.0
1.62875019416213,10.307221,0.0
1.6312501944601534,10.0889225,0.0
1.6337501947581767,10.262642,0.0
1.6362501950562,9.902269,0.0
1.6387501953542234,9.8794565,0.0
1.6412501956522465,10.235779,0.0
1.6437501959502696,9.916544,0.0
1.646250196248293,9.741568,0.0
1.648750196546316,9.663038,0.0
1.6512501968443394,9.833431,0.0
1.6537501971423627,9.686289,0.0
1.6562501974403856,9.759037,0.0
1.658750197738409,9.81613,0.0
1.6612501980364323,9.796318,0.0
1.6637501983344554,9.515796,0.0
1.6662501986324787,9.520449,0.0
1.668750198930502,9.572604,0.0
1.671250199228525,9.518347,0.0
1.6737501995265482,9.507728,0.0
1.6762501998245716,9.425417,0.0
1.678750200122595,9.443441,0.0
1.6812502004206182,9.585015,0.0
1.6837502007186411,9.34891,0.0
1.6862502010166645,9.63441,0.0
1.6887502013146878,9.314184,0.0
1.691250201612711,9.552,0.0
1.6937502019107342,9.463339,0.0
1.6962502022087576,9.391284,0.0
1.6987502025067804,9.977151,0.0
1.7012502028048038,9.425362,0.0
1.703750203102827,9.229518,0.0
1.7062502034008502,9.567992,0.0
1.7087502036988735,9.469911,0.0
1.7112502039968966,9.490743,0.0
1.7137502042949198,9.018354,0.0
1.716250204592943,9.623611,0.0
1.7187502048909664,9.705467,0.0
1.7212502051889897,9.383363,0.0
1.723750205487013,9.651871,0.0
1.726250205785036,9.605652,0.0
1.7287502060830593,9.422446,0.0
1.7312502063810826,9.595444,0.0
1.7337502066791057,9.363092,0.0
1.736250206977129,8.832283,0.0
1.7387502072751522,9.040711,0.0
1.7412502075731753,8.954938,0.0
1.7437502078711986,8.585999,0.0
1.746250208169222,8.797831,0.0
1.748750208467245,8.944747,0.0
1.7512502087652682,8.632543,0.0
1.7537502090632915,8.632376,0.0
1.7562502093613146,8.738468,0.0
1.758750209659338,8.608286,0.0
1.7612502099573613,8.940488,0.0
1.7637502102553846,8.8368025,0.0
1.7662502105534075,8.826397,0.0
1.7687502108514308,8.721434,0.0
1.7712502111494541,8.548215,0.0
1.7737502114474775,8.302817,0.0
1.7762502117455006,8.492881,0.0
1.7787502120435237,8.51518,0.0
1.781250212341547,8.648766,0.0
1.7837502126395701,8.156556,0.0
1.7862502129375935,8.385002,0.0
1.7887502132356168,8.395144,0.0
1.79125021353364,8.415013,0.0
1.793750213831663,8.745316,0.0
1.7962502141296863,8.425657,0.0
1.7987502144277094,8.394677,0.0
1.8012502147257328,8.356031,0.0
1.803750215023756,8.04852,0.0
1.806250215321779,8.208276,0.0
1.8087502156198023,8.183605,0.0
1.8112502159178256,8.204277,0.0
1.813750216215849,8.246974,0.0
1.8162502165138723,7.987969,0.0
1.8187502168118954,8.006679,0.0
1.8212502171099185,8.168137,0.0
1.8237502174079419,8.034806,0.0
1.826250217705965,7.878315,0.0
1.8287502180039883,8.018626,0.0
1.8312502183020116,8.19194,0.0
1.8337502186000345,8.05771,0.0
1.8362502188980578,7.8021955,0.0
1.8387502191960812,7.8167067,0.0
1.8412502194941043,8.097519,0.0
1.8437502197921276,7.8577256,0.0
1.846250220090151,7.6766796,0.0
1.8487502203881738,8.156359,0.0
1.8512502206861972,7.8264804,0.0
